    0.21435E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.17939E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.48885E+09    0.28581E+03   -0.15255E+06    0.17077E+07
    0.59518E+09    0.27067E+03   -0.69251E+05    0.80250E+06
    0.95998E+09    0.26431E+03   -0.20773E+05    0.53511E+06
    0.66907E+09    0.25960E+03   -0.15900E+05    0.18020E+06
    0.62405E+09    0.25641E+03   -0.19889E+05    0.87210E+05
    0.62352E+09    0.24790E+03   -0.24461E+05    0.34350E+06
    0.58925E+09    0.23355E+03   -0.28933E+05    0.36948E+06
    0.89104E+09    0.21787E+03   -0.32903E+05    0.35950E+06
    0.37080E+08    0.20465E+03   -0.27483E+05    0.34869E+06
    0.50701E+09    0.19047E+03   -0.27944E+05    0.24189E+06
    0.74615E+09    0.17484E+03   -0.35226E+05    0.17804E+06
    0.23305E+09    0.16136E+03   -0.48050E+05    0.14130E+06
    0.30846E+09    0.15057E+03   -0.50605E+05    0.15957E+06
    0.66414E+09    0.14141E+03   -0.46782E+05    0.97947E+05
    0.43705E+09    0.13493E+03   -0.32044E+05    0.92882E+05
    0.45251E+09    0.12826E+03   -0.37964E+03    0.28109E+06
    0.42175E+09    0.11815E+03    0.22146E+05    0.45551E+06
    0.33089E+09    0.10405E+03    0.41164E+05    0.65646E+06
    0.00000E+00    0.85887E+02    0.52162E+05    0.79452E+06
    0.98901E+08    0.67965E+02    0.64673E+05    0.90119E+06
    0.00000E+00    0.48121E+02    0.11617E+06    0.15094E+07
    0.55470E+09    0.20705E+02    0.18236E+06    0.26714E+07
    0.21167E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.17635E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.34152E+09    0.29891E+03    0.23610E+06    0.22782E+06
    0.10420E+09    0.29565E+03    0.22957E+06    0.26850E+06
    0.22800E+09    0.29264E+03    0.91329E+05    0.44942E+06
    0.40938E+09    0.28717E+03    0.56831E+05    0.22599E+06
    0.55848E+08    0.28275E+03    0.67572E+05    0.11739E+06
    0.83072E+07    0.27369E+03    0.91904E+05    0.39292E+06
    0.21133E+09    0.25716E+03    0.12732E+06    0.44816E+06
    0.84138E+09    0.23719E+03    0.18275E+06    0.48545E+06
    0.15351E+09    0.21705E+03    0.15846E+06    0.51601E+06
    0.74104E+09    0.19650E+03    0.16694E+06    0.37197E+06
    0.44819E+09    0.17956E+03    0.20896E+06    0.18073E+06
    0.35453E+09    0.17031E+03    0.25486E+06    0.25690E+05
    0.59786E+09    0.16543E+03    0.30148E+06   -0.27149E+03
    0.76314E+09    0.16323E+03    0.34944E+06   -0.17526E+06
    0.56183E+09    0.16674E+03    0.42629E+06   -0.29719E+06
    0.16438E+09    0.17029E+03    0.53182E+06   -0.37562E+05
    0.36638E+09    0.16558E+03    0.58356E+06    0.34038E+06
    0.79613E+09    0.15348E+03    0.63563E+06    0.60291E+06
    0.70883E+09    0.13558E+03    0.77994E+06    0.84636E+06
    0.33400E+09    0.11399E+03    0.99820E+06    0.13488E+07
    0.33175E+09    0.84251E+02    0.12441E+07    0.26190E+07
    0.12584E+09    0.38238E+02    0.14011E+07    0.48275E+07
    0.21217E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.17592E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.34056E+09    0.30052E+03    0.22203E+06    0.78110E+04
    0.14255E+09    0.30064E+03    0.15391E+06    0.30331E+05
    0.45930E+08    0.30016E+03    0.71227E+05    0.18789E+06
    0.15600E+09    0.29770E+03    0.53161E+05    0.11419E+06
    0.88715E+09    0.29572E+03    0.71039E+05    0.56406E+05
    0.63319E+09    0.29066E+03    0.10124E+06    0.26452E+06
    0.45410E+09    0.28074E+03    0.12275E+06    0.29034E+06
    0.75343E+09    0.26891E+03    0.16104E+06    0.31051E+06
    0.28706E+09    0.25192E+03    0.18090E+06    0.44846E+06
    0.33607E+09    0.23245E+03    0.20080E+06    0.36155E+06
    0.54570E+09    0.21760E+03    0.22229E+06    0.17511E+06
    0.88621E+09    0.21000E+03    0.22087E+06    0.56772E+05
    0.59398E+09    0.20472E+03    0.21250E+06    0.49172E+05
    0.70479E+09    0.20073E+03    0.26045E+06   -0.10788E+06
    0.40359E+09    0.20289E+03    0.31225E+06   -0.25848E+06
    0.61473E+09    0.20575E+03    0.30578E+06    0.50058E+04
    0.55975E+09    0.20044E+03    0.30217E+06    0.30079E+06
    0.52839E+09    0.18827E+03    0.33922E+06    0.58145E+06
    0.70956E+09    0.16945E+03    0.51450E+06    0.10741E+07
    0.33766E+09    0.14116E+03    0.64009E+06    0.20735E+07
    0.16329E+09    0.99095E+02    0.49960E+06    0.35329E+07
    0.36652E+08    0.41371E+02    0.29282E+06    0.55639E+07
    0.21230E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.17591E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.35978E+09    0.30050E+03    0.55465E+05    0.83519E+04
    0.44097E+09    0.30059E+03    0.36300E+05    0.89334E+04
    0.62586E+08    0.30025E+03    0.20334E+05    0.81208E+05
    0.19785E+09    0.29901E+03    0.18185E+05    0.58279E+05
    0.61950E+09    0.29845E+03    0.24327E+05    0.27215E+05
    0.62154E+09    0.29635E+03    0.36253E+05    0.15778E+06
    0.24235E+08    0.29048E+03    0.45172E+05    0.19691E+06
    0.55856E+09    0.28263E+03    0.55979E+05    0.23742E+06
    0.91484E+09    0.26909E+03    0.61256E+05    0.37288E+06
    0.16559E+09    0.25353E+03    0.47189E+05    0.28369E+06
    0.95448E+09    0.24000E+03    0.42908E+05    0.19938E+06
    0.73486E+09    0.22937E+03    0.27980E+05    0.13963E+06
    0.37302E+09    0.22015E+03    0.12211E+05    0.13606E+06
    0.48049E+08    0.21213E+03   -0.93142E+04    0.64500E+05
    0.49606E+09    0.20748E+03   -0.47414E+05    0.23025E+05
    0.87066E+09    0.20244E+03   -0.80621E+05    0.22906E+06
    0.20396E+09    0.19138E+03   -0.11881E+06    0.46535E+06
    0.24859E+09    0.17487E+03   -0.18190E+06    0.77305E+06
    0.51981E+09    0.15251E+03   -0.30819E+06    0.13250E+07
    0.17009E+09    0.12282E+03   -0.42881E+06    0.19920E+07
    0.16690E+08    0.84072E+02   -0.52027E+06    0.28479E+07
    0.32201E+09    0.33452E+02   -0.69455E+06    0.46124E+07
    0.21158E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.17575E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.35266E+09    0.30048E+03    0.13809E+05    0.12216E+05
    0.17002E+09    0.30050E+03    0.86908E+04    0.75505E+04
    0.19081E+09    0.30015E+03    0.50973E+04    0.45274E+05
    0.48558E+09    0.29930E+03    0.50813E+04    0.34988E+05
    0.51538E+09    0.29923E+03    0.77294E+04    0.19167E+05
    0.14710E+09    0.29857E+03    0.10704E+05    0.11038E+06
    0.47690E+09    0.29489E+03    0.12110E+05    0.14289E+06
    0.32339E+09    0.28857E+03    0.13962E+05    0.20601E+06
    0.16735E+09    0.27577E+03    0.10935E+05    0.33801E+06
    0.25570E+09    0.26013E+03    0.31303E+02    0.28013E+06
    0.27344E+09    0.24531E+03   -0.13878E+05    0.23764E+06
    0.19815E+09    0.23210E+03   -0.32666E+05    0.19512E+06
    0.62748E+09    0.22063E+03   -0.48945E+05    0.19043E+06
    0.73210E+09    0.21073E+03   -0.74940E+05    0.13597E+06
    0.25219E+09    0.20323E+03   -0.10836E+06    0.12383E+06
    0.29632E+09    0.19558E+03   -0.13146E+06    0.28336E+06
    0.73143E+09    0.18309E+03   -0.16465E+06    0.46971E+06
    0.71839E+09    0.16616E+03   -0.21829E+06    0.73005E+06
    0.65194E+09    0.14546E+03   -0.27760E+06    0.10728E+07
    0.34800E+09    0.11881E+03   -0.35108E+06    0.17614E+07
    0.00000E+00    0.82390E+02   -0.40813E+06    0.27051E+07
    0.60014E+09    0.32670E+02   -0.51936E+06    0.45069E+07
    0.20998E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.17468E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.32698E+09    0.30040E+03    0.13766E+05    0.13147E+05
    0.74988E+09    0.30027E+03    0.96040E+04    0.76544E+04
    0.66121E+09    0.29973E+03    0.57017E+04    0.29423E+05
    0.24928E+09    0.29891E+03    0.56916E+04    0.23038E+05
    0.56541E+09    0.29896E+03    0.95480E+04    0.15743E+05
    0.90304E+09    0.29886E+03    0.12596E+05    0.89634E+05
    0.55128E+09    0.29611E+03    0.13613E+05    0.11664E+06
    0.93738E+09    0.29004E+03    0.17495E+05    0.18789E+06
    0.16164E+09    0.27531E+03    0.20417E+05    0.37248E+06
    0.14048E+09    0.25650E+03    0.82261E+04    0.34674E+06
    0.47486E+09    0.24059E+03   -0.63665E+04    0.25991E+06
    0.47859E+09    0.22651E+03   -0.21623E+05    0.21965E+06
    0.87071E+09    0.21366E+03   -0.36496E+05    0.21574E+06
    0.91759E+09    0.20264E+03   -0.54069E+05    0.16171E+06
    0.28203E+09    0.19342E+03   -0.79276E+05    0.15978E+06
    0.34296E+08    0.18410E+03   -0.10050E+06    0.31966E+06
    0.73569E+09    0.17092E+03   -0.12107E+06    0.46289E+06
    0.38763E+09    0.15465E+03   -0.14840E+06    0.63523E+06
    0.12410E+09    0.13560E+03   -0.18344E+06    0.93754E+06
    0.40379E+09    0.11111E+03   -0.22088E+06    0.15661E+07
    0.23337E+09    0.77342E+02   -0.25057E+06    0.25076E+07
    0.72718E+09    0.30309E+02   -0.30222E+06    0.42048E+07
    0.20871E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.17392E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.32246E+09    0.30031E+03   -0.18320E+05    0.14496E+05
    0.90237E+09    0.30010E+03   -0.14757E+05    0.83167E+04
    0.16990E+09    0.29942E+03   -0.92338E+04    0.21891E+05
    0.13732E+09    0.29862E+03   -0.87819E+04    0.16633E+05
    0.33193E+09    0.29874E+03   -0.14064E+05    0.12791E+05
    0.11800E+09    0.29858E+03   -0.21513E+05    0.75577E+05
    0.38133E+08    0.29537E+03   -0.30417E+05    0.11516E+06
    0.96881E+09    0.28809E+03   -0.49269E+05    0.19667E+06
    0.78778E+09    0.26996E+03   -0.92456E+05    0.43430E+06
    0.42236E+09    0.24571E+03   -0.12786E+06    0.46813E+06
    0.33045E+09    0.22678E+03   -0.13368E+06    0.32521E+06
    0.35687E+09    0.21138E+03   -0.14851E+06    0.26039E+06
    0.78811E+09    0.19754E+03   -0.16636E+06    0.24318E+06
    0.66085E+09    0.18587E+03   -0.18454E+06    0.18472E+06
    0.77422E+09    0.17514E+03   -0.23073E+06    0.18213E+06
    0.81808E+09    0.16324E+03   -0.31188E+06    0.37730E+06
    0.88456E+09    0.14851E+03   -0.34937E+06    0.51550E+06
    0.92609E+09    0.13304E+03   -0.34766E+06    0.56837E+06
    0.12175E+09    0.11683E+03   -0.37438E+06    0.72864E+06
    0.76021E+09    0.96859E+02   -0.43515E+06    0.11939E+07
    0.76805E+09    0.68011E+02   -0.52851E+06    0.21447E+07
    0.85966E+09    0.26207E+02   -0.63360E+06    0.36731E+07
    0.20907E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.17447E+09    0.30000E+03    0.00000E+00    0.00000E+00
    0.35984E+09    0.30041E+03    0.46620E+04    0.19085E+05
    0.73374E+09    0.30054E+03    0.26479E+04    0.98632E+04
    0.65620E+09    0.30013E+03    0.13169E+04    0.18175E+05
    0.34181E+09    0.29965E+03    0.12997E+04    0.12979E+05
    0.93263E+09    0.30000E+03    0.24051E+04    0.11501E+05
    0.23163E+09    0.29963E+03    0.40076E+04    0.73155E+05
    0.92529E+08    0.29583E+03    0.47859E+04    0.12131E+06
    0.99333E+08    0.28703E+03    0.57963E+04    0.22790E+06
    0.28508E+09    0.26620E+03    0.70297E+04    0.48753E+06
    0.80917E+09    0.23773E+03   -0.18573E+04    0.56368E+06
    0.63696E+08    0.21463E+03   -0.17012E+05    0.41532E+06
    0.18084E+09    0.19590E+03   -0.29895E+05    0.33675E+06
    0.21631E+09    0.17982E+03   -0.41440E+05    0.30398E+06
    0.23114E+09    0.16732E+03   -0.50829E+05    0.22050E+06
