    1     50001    0.18418E-07    0.32468E-05    0.12951E-04    0.50000E-01    0.99472E-02    0.15900E-01
    2     25665    0.47845E-07    0.69036E-06    0.22601E-05    0.50000E-01    0.99472E-02    0.10076E-01
    3     50001    0.29900E-06    0.73050E-06    0.18755E-05    0.50000E-01    0.99472E-02    0.81524E-02
    4     19749    0.10907E-06    0.10494E-05    0.76981E-06    0.50000E-01    0.99472E-02    0.33383E-01
    5     36783    0.19243E-06    0.93228E-06    0.48012E-06    0.50000E-01    0.99472E-02    0.46396E-01
    6     17972    0.71525E-07    0.86780E-06    0.97037E-06    0.50000E-01    0.99472E-02    0.46396E-01
    7     40401    0.27323E-07    0.43589E-06    0.24199E-05    0.50000E-01    0.99472E-02    0.46396E-01
    8     50001    0.64893E-07    0.10266E-05    0.52932E-06    0.50000E-01    0.99472E-02    0.46396E-01
    9     50001    0.17785E-06    0.19017E-05    0.54766E-06    0.50000E-01    0.99472E-02    0.46396E-01
   10     33066    0.68979E-07    0.72414E-06    0.73481E-06    0.39029E-01    0.77646E-02    0.50000E-01
   11     35589    0.64481E-07    0.81055E-06    0.66977E-06    0.39029E-01    0.77646E-02    0.50000E-01
   12     44889    0.12916E-06    0.15785E-05    0.36632E-06    0.28671E-01    0.57038E-02    0.50000E-01
   13     45402    0.66223E-07    0.86183E-06    0.71443E-06    0.17281E-01    0.34379E-02    0.50000E-01
   14     50001    0.47512E-07    0.15083E-05    0.34478E-06    0.14358E-01    0.28564E-02    0.50000E-01
   15     50001    0.38786E-07    0.14230E-05    0.11082E-06    0.14358E-01    0.28564E-02    0.50000E-01
   16     43658    0.61547E-07    0.13853E-05    0.17827E-06    0.17281E-01    0.34379E-02    0.50000E-01
   17     41410    0.56906E-07    0.14392E-05    0.84075E-07    0.17281E-01    0.34379E-02    0.50000E-01
   18     50001    0.42816E-07    0.13886E-05    0.43244E-06    0.14543E-01    0.28933E-02    0.50000E-01
   19     25522    0.44927E-07    0.11537E-05    0.70186E-06    0.14358E-01    0.28564E-02    0.50000E-01
   20     30758    0.83640E-07    0.78847E-06    0.86119E-06    0.22846E-01    0.45450E-02    0.50000E-01
   21     34741    0.33600E-07    0.72701E-06    0.83053E-06    0.18178E-01    0.36164E-02    0.50000E-01
   22     50001    0.47597E-07    0.11467E-05    0.11250E-05    0.14358E-01    0.28564E-02    0.50000E-01
   23     31974    0.38779E-07    0.79226E-06    0.11759E-05    0.14358E-01    0.28564E-02    0.50000E-01
   24     44712    0.27966E-07    0.83323E-06    0.21353E-05    0.12473E-01    0.24815E-02    0.50000E-01
   25     50001    0.37346E-07    0.52477E-06    0.20275E-05    0.12473E-01    0.24815E-02    0.50000E-01
   26     50001    0.13516E-07    0.80583E-06    0.24213E-05    0.11300E-01    0.22480E-02    0.50000E-01
   27     25525    0.16429E-07    0.61752E-06    0.24741E-05    0.10642E-01    0.21172E-02    0.50000E-01
   28     47584    0.15066E-07    0.18969E-05    0.13733E-05    0.10391E-01    0.20672E-02    0.50000E-01
   29     44938    0.30477E-07    0.35916E-05    0.13704E-05    0.10391E-01    0.20672E-02    0.50000E-01
   30     32601    0.36176E-07    0.22072E-05    0.87447E-06    0.10391E-01    0.20672E-02    0.50000E-01
   31     35015    0.50621E-07    0.27668E-05    0.10083E-05    0.10391E-01    0.20672E-02    0.50000E-01
   32     45084    0.54699E-07    0.11106E-05    0.11258E-05    0.10391E-01    0.20672E-02    0.50000E-01
   33     50001    0.49822E-07    0.10054E-05    0.54200E-05    0.11300E-01    0.22480E-02    0.50000E-01
   34     46182    0.68729E-07    0.13340E-05    0.11038E-05    0.12473E-01    0.24815E-02    0.50000E-01
   35     50001    0.49416E-07    0.63687E-06    0.15537E-05    0.12473E-01    0.24815E-02    0.50000E-01
   36     50001    0.31481E-07    0.12975E-05    0.21464E-05    0.14278E-01    0.28405E-02    0.50000E-01
   37     30194    0.21435E-07    0.16517E-05    0.22895E-05    0.21506E-01    0.42785E-02    0.50000E-01
   38     37750    0.24916E-07    0.75360E-06    0.11247E-05    0.20910E-01    0.41599E-02    0.50000E-01
   39     33618    0.28031E-07    0.83225E-06    0.69036E-06    0.28671E-01    0.57038E-02    0.50000E-01
   40     20983    0.16869E-06    0.92912E-06    0.67319E-06    0.28671E-01    0.57038E-02    0.50000E-01
   41     24644    0.11198E-06    0.76409E-06    0.72503E-06    0.21778E-01    0.43326E-02    0.50000E-01
   42     32086    0.14989E-06    0.10863E-05    0.11331E-05    0.13524E-01    0.26905E-02    0.50000E-01
   43     40153    0.15488E-06    0.82640E-06    0.92717E-06    0.12473E-01    0.24815E-02    0.50000E-01
   44     34113    0.13684E-06    0.51393E-06    0.29826E-05    0.12473E-01    0.24815E-02    0.50000E-01
   45     50001    0.12140E-06    0.73593E-06    0.19101E-05    0.10965E-01    0.21815E-02    0.50000E-01
   46     43885    0.29033E-06    0.77100E-06    0.81901E-06    0.10642E-01    0.21172E-02    0.50000E-01
